,date,ticker,inventory,deferredLongTermLiab,dividendsPaid,operatingIncome,otherCurrentAssets,netTangibleAssets,otherLiab,issuanceOfStock,grossProfit,netIncomeApplicableToCommonShares,totalCurrentLiabilities,commonStock,totalCurrentAssets,incomeBeforeTax,incomeTaxExpense,totalOtherIncomeExpenseNet,interestExpense,repurchaseOfStock,netReceivables,longTermDebt,changeToNetincome,changeInCash,capitalExpenditures,effectOfAccountingCharges,otherItems,otherCashflowsFromInvestingActivities,depreciation,changeToAccountReceivables,extraordinaryItems,otherCurrentLiab,totalStockholderEquity,intangibleAssets,effectOfExchangeRate,sellingGeneralAdministrative,cash,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,netIncomeFromContinuingOps,treasuryStock,deferredLongTermAssetCharges,shortLongTermDebt,totalLiab,costOfRevenue,nonRecurring,otherStockholderEquity,totalCashFromOperatingActivities,otherAssets,totalOperatingExpenses,discontinuedOperations,propertyPlantEquipment,otherCashflowsFromFinancingActivities,netIncome,goodWill,capitalSurplus,otherOperatingExpenses,minorityInterest,ebit,investments,longTermInvestments,shortTermInvestments,retainedEarnings,changeToLiabilities,changeToInventory,changeToOperatingActivities,totalAssets,accountsPayable,netBorrowings,researchDevelopment,totalRevenue,company_name,sector,specific
1,"31 December, 2020",LMT,3545000000.0,,-2764000000.0,8877000000.0,1150000000.0,-8489000000.0,19070000000.0,,8681000000.0,6833000000.0,13933000000.0,279000000.0,19378000000.0,8235000000.0,1347000000.0,-642000000.0,-591000000.0,-1100000000.0,11523000000.0,11669000000.0,1175000000.0,1646000000.0,-1766000000.0,,,38000000.0,1124000000.0,-92000000.0,,9390000000.0,6015000000.0,3698000000.0,,-241000000.0,3160000000.0,-2010000000.0,-4527000000.0,6888000000.0,-16121000000.0,3475000000.0,500000000.0,44672000000.0,56717000000.0,,-16121000000.0,8183000000.0,8831000000.0,56521000000.0,-55000000.0,7213000000.0,-144000000.0,6833000000.0,10806000000.0,221000000.0,45000000,23000000.0,8877000000.0,,784000000.0,,21636000000.0,119000000.0,74000000.0,-1197000000.0,50710000000.0,880000000.0,-519000000.0,,65398000000.0,Lockheed Martin Corporation,Industrials,Aerospace & Defense
2,"31 December, 2019",LMT,3619000000.0,,-2556000000.0,7698000000.0,531000000.0,-11201000000.0,18981000000.0,,8367000000.0,6230000000.0,13972000000.0,280000000.0,17095000000.0,7241000000.0,1011000000.0,-457000000.0,-653000000.0,-1200000000.0,11431000000.0,11404000000.0,634000000.0,742000000.0,-1484000000.0,,,243000000.0,1078000000.0,485000000.0,,8975000000.0,3127000000.0,3724000000.0,,608000000.0,1514000000.0,-1241000000.0,-5328000000.0,6230000000.0,-15554000000.0,3319000000.0,1250000000.0,44357000000.0,51445000000.0,,-15554000000.0,7311000000.0,8314000000.0,52114000000.0,-55000000.0,6591000000.0,-72000000.0,6230000000.0,10604000000.0,,61000000,44000000.0,7698000000.0,,1200000000.0,,18401000000.0,-535000000.0,-622000000.0,81000000.0,47528000000.0,1281000000.0,-1500000000.0,,59812000000.0,Lockheed Martin Corporation,Industrials,Aerospace & Defense
3,"31 December, 2018",LMT,2997000000.0,,-2347000000.0,6644000000.0,418000000.0,-13316000000.0,16425000000.0,,7370000000.0,5046000000.0,14398000000.0,281000000.0,16103000000.0,5838000000.0,792000000.0,-806000000.0,-668000000.0,-1492000000.0,11916000000.0,12604000000.0,829000000.0,-2089000000.0,-1278000000.0,,,203000000.0,1055000000.0,-1659000000.0,,8374000000.0,1394000000.0,3941000000.0,,777000000.0,772000000.0,-1075000000.0,-4152000000.0,5046000000.0,-14321000000.0,3208000000.0,900000000.0,43427000000.0,46392000000.0,,-14321000000.0,3138000000.0,6739000000.0,47118000000.0,-55000000.0,6124000000.0,-163000000.0,5046000000.0,10769000000.0,,-51000000,55000000.0,6644000000.0,,1200000000.0,,15434000000.0,377000000.0,-119000000.0,-3574000000.0,44876000000.0,2402000000.0,-150000000.0,,53762000000.0,Lockheed Martin Corporation,Industrials,Aerospace & Defense
0,"31 December, 2021",LNT,246000000.0,1917000000.0,-403000000.0,786000000.0,344000000.0,5990000000.0,3751000000.0,28000000.0,1556000000.0,659000000.0,2054000000.0,3000000.0,1069000000.0,585000000.0,-74000000.0,-201000000.0,-292000000.0,,440000000.0,6735000000.0,-46000000.0,-16000000.0,-1169000000.0,,,441000000.0,657000000.0,-530000000.0,,457000000.0,5990000000.0,,,9000000.0,39000000.0,-728000000.0,130000000.0,659000000.0,-12000000.0,,633000000.0,12563000000.0,2113000000.0,,-12000000.0,582000000.0,1980000000.0,2883000000.0,,14987000000.0,-13000000.0,659000000.0,,2749000000.0,104000000,,786000000.0,,517000000.0,,3250000000.0,193000000.0,,-351000000.0,18553000000.0,436000000.0,718000000.0,,3669000000.0,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric
1,"31 December, 2020",LNT,217000000.0,1992000000.0,-377000000.0,716000000.0,204000000.0,5688000000.0,3743000000.0,247000000.0,1463000000.0,614000000.0,1297000000.0,2000000.0,887000000.0,557000000.0,-57000000.0,-159000000.0,-285000000.0,,412000000.0,6769000000.0,-58000000.0,38000000.0,-1366000000.0,,,415000000.0,615000000.0,-468000000.0,,511000000.0,5688000000.0,,,24000000.0,54000000.0,-951000000.0,488000000.0,614000000.0,-12000000.0,,8000000.0,11822000000.0,1953000000.0,,-12000000.0,501000000.0,2002000000.0,2700000000.0,,14336000000.0,-27000000.0,614000000.0,,2704000000.0,108000000,200000000.0,716000000.0,,485000000.0,,2994000000.0,171000000.0,,-373000000.0,17710000000.0,377000000.0,645000000.0,,3416000000.0,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric
2,"31 December, 2019",LNT,227000000.0,1819000000.0,-337000000.0,746000000.0,231000000.0,5205000000.0,3695000000.0,390000000.0,1456000000.0,557000000.0,2054000000.0,2000000.0,876000000.0,626000000.0,69000000.0,-120000000.0,-283000000.0,,402000000.0,5533000000.0,20000000.0,-8000000.0,-1640000000.0,,,353000000.0,567000000.0,-472000000.0,,614000000.0,5205000000.0,,,32000000.0,16000000.0,-1287000000.0,619000000.0,557000000.0,-9000000.0,,657000000.0,11296000000.0,2192000000.0,,-9000000.0,660000000.0,1830000000.0,2902000000.0,,13527000000.0,-24000000.0,557000000.0,,2446000000.0,111000000,200000000.0,746000000.0,,468000000.0,,2766000000.0,54000000.0,,-66000000.0,16701000000.0,422000000.0,590000000.0,,3648000000.0,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric
3,"31 December, 2018",LNT,211800000.0,1743500000.0,-312000000.0,677000000.0,159800000.0,4585700000.0,3749900000.0,197000000.0,1305000000.0,512000000.0,1644100000.0,2400000.0,785100000.0,560000000.0,48000000.0,-117000000.0,-257000000.0,,350400000.0,5246300000.0,34000000.0,-8000000.0,-1634000000.0,,,567000000.0,507000000.0,-475000000.0,,391200000.0,4585700000.0,,,17000000.0,20900000.0,-1067000000.0,531000000.0,512000000.0,-8100000.0,,256500000.0,10640300000.0,2229000000.0,,-8100000.0,528000000.0,1747200000.0,2857000000.0,,12462400000.0,-24000000.0,512000000.0,,2045500000.0,104000000,200000000.0,677000000.0,,431300000.0,,2545900000.0,56000000.0,,-106000000.0,15426000000.0,543300000.0,670000000.0,,3534000000.0,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric
0,"29 January, 2021",LOW,16193000000.0,,-1704000000.0,10892000000.0,937000000.0,1126000000.0,2010000000.0,152000000.0,29582000000.0,5811000000.0,18730000000.0,366000000.0,22326000000.0,7739000000.0,1904000000.0,-3153000000.0,-872000000.0,-4971000000.0,,20104000000.0,1726000000.0,3974000000.0,-1791000000.0,,,-25000000.0,1593000000.0,,,3782000000.0,1437000000.0,,10000000.0,17292000000.0,4690000000.0,-1894000000.0,-5191000000.0,5835000000.0,-136000000.0,340000000.0,1026000000.0,45298000000.0,60015000000.0,,-136000000.0,11049000000.0,1107000000.0,78705000000.0,,22987000000.0,-38000000.0,5835000000.0,311000000.0,90000000.0,,,10892000000.0,-168000000.0,4000000.0,506000000.0,1117000000.0,3723000000.0,-2967000000.0,1139000000.0,46735000000.0,10884000000.0,1370000000.0,,89597000000.0,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail
1,"31 January, 2020",LOW,13179000000.0,,-1618000000.0,6579000000.0,1263000000.0,1669000000.0,1606000000.0,118000000.0,23100000000.0,4268000000.0,15182000000.0,381000000.0,15318000000.0,5623000000.0,1342000000.0,-956000000.0,-718000000.0,-4313000000.0,,16156000000.0,883000000.0,205000000.0,-1484000000.0,,,-25000000.0,1387000000.0,,,2821000000.0,1972000000.0,,1000000.0,15282000000.0,716000000.0,-1369000000.0,-2735000000.0,4281000000.0,-136000000.0,216000000.0,525000000.0,37499000000.0,49048000000.0,,-136000000.0,4296000000.0,1190000000.0,65569000000.0,,22660000000.0,-1000000.0,4281000000.0,303000000.0,,,,6579000000.0,-48000000.0,372000000.0,160000000.0,1727000000.0,-652000000.0,-600000000.0,-1003000000.0,39471000000.0,7659000000.0,3079000000.0,,72148000000.0,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail
2,"01 February, 2019",LOW,12561000000.0,,-1455000000.0,4970000000.0,938000000.0,3341000000.0,1976000000.0,114000000.0,22908000000.0,2307000000.0,14497000000.0,401000000.0,14228000000.0,3394000000.0,1080000000.0,-1576000000.0,-652000000.0,-3037000000.0,,13682000000.0,1505000000.0,-77000000.0,-1174000000.0,,,-2000000.0,1607000000.0,,,2875000000.0,3644000000.0,569000000.0,-12000000.0,16461000000.0,511000000.0,-1080000000.0,-5124000000.0,2314000000.0,-209000000.0,294000000.0,1045000000.0,30864000000.0,48401000000.0,,-209000000.0,6193000000.0,1545000000.0,66339000000.0,,18432000000.0,-5000000.0,2314000000.0,303000000.0,,,,4970000000.0,20000000.0,,218000000.0,3452000000.0,1743000000.0,-1289000000.0,313000000.0,34508000000.0,8279000000.0,-741000000.0,,71309000000.0,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail
3,"02 February, 2018",LOW,11393000000.0,,-1288000000.0,6586000000.0,689000000.0,4566000000.0,1758000000.0,139000000.0,22434000000.0,3436000000.0,12096000000.0,415000000.0,12772000000.0,5489000000.0,2042000000.0,-1097000000.0,-652000000.0,-3192000000.0,,15564000000.0,574000000.0,30000000.0,-1123000000.0,,,13000000.0,1540000000.0,,,2544000000.0,5873000000.0,,13000000.0,14444000000.0,588000000.0,-1441000000.0,-3607000000.0,3447000000.0,11000000.0,168000000.0,294000000.0,29418000000.0,46185000000.0,,11000000.0,5065000000.0,1464000000.0,62033000000.0,,19721000000.0,-10000000.0,3447000000.0,1307000000.0,22000000.0,,,6586000000.0,133000000.0,27000000.0,102000000.0,5425000000.0,-92000000.0,-791000000.0,387000000.0,35291000000.0,6590000000.0,744000000.0,,68619000000.0,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail
0,"27 June, 2021",LRCX,2689294000.0,,-726992000.0,4482023000.0,,4404689000.0,1228379000.0,121887000.0,6805306000.0,3908458000.0,3527867000.0,143000.0,11652387000.0,4370804000.0,462346000.0,-111219000.0,-208597000.0,-2697704000.0,3026430000.0,4960935000.0,51295000.0,-498333000.0,-349096000.0,,,-42155000.0,307151000.0,-928928000.0,,2088573000.0,6027188000.0,132365000.0,7215000.0,829875000.0,4418263000.0,73271000.0,-4166982000.0,3908458000.0,-15710829000.0,,,9864964000.0,7820844000.0,,-64128000.0,3588163000.0,1140003000.0,10144127000.0,,1477263000.0,-2113000.0,3908458000.0,1490134000.0,7052962000.0,,,4482023000.0,464522000.0,,1310872000.0,14684912000.0,692623000.0,-792591000.0,350155000.0,15892152000.0,829710000.0,-862060000.0,1493408000,14626150000.0,Lam Research Corporation,Technology,Semiconductor Equipment & Materials
1,"28 June, 2020",LRCX,1900024000.0,,-656838000.0,2673802000.0,,3519526000.0,1129374000.0,93523000.0,4608693000.0,2251753000.0,3162442000.0,145000.0,10853535000.0,2574978000.0,323225000.0,-98824000.0,-177440000.0,-1369649000.0,2097099000.0,4959371000.0,178048000.0,1255687000.0,-203239000.0,,,-25845000.0,268525000.0,-641827000.0,,1278297000.0,5172494000.0,168532000.0,-2750000.0,682479000.0,4915172000.0,-244084000.0,-623930000.0,2251753000.0,-13044100000.0,,836107000.0,9386553000.0,5436043000.0,,-94211000.0,2126451000.0,806462000.0,7370934000.0,,1246082000.0,1920000.0,2251753000.0,1484436000.0,6695858000.0,,,2673802000.0,-15000000.0,,1795080000.0,11520591000.0,284685000.0,-411608000.0,196875000.0,14559047000.0,592387000.0,1307114000.0,1252412000,10044736000.0,Lam Research Corporation,Technology,Semiconductor Equipment & Materials
2,"30 June, 2019",LRCX,1540140000.0,,-678348000.0,2464732000.0,1368000.0,2972318000.0,1133050000.0,84774000.0,4358459000.0,2191430000.0,2371650000.0,144000.0,8560409000.0,2446571000.0,255141000.0,-18161000.0,-117263000.0,-3780611000.0,1455522000.0,3767703000.0,183778000.0,-855162000.0,-303491000.0,,,-7355000.0,309281000.0,732138000.0,,986719000.0,4673865000.0,216950000.0,-4041000.0,702407000.0,3658219000.0,-1637054000.0,-2390080000.0,2191430000.0,-11666603000.0,,667457000.0,7327468000.0,5295100000.0,,-64030000.0,3176013000.0,678763000.0,7188827000.0,,1059077000.0,-13208000.0,2191430000.0,1484597000.0,6409405000.0,,,2464732000.0,-1326208000.0,1537000.0,1772984000.0,9930919000.0,-309546000.0,281355000.0,-212423000.0,12001333000.0,376561000.0,1997313000.0,1191320000,9653559000.0,Lam Research Corporation,Technology,Semiconductor Equipment & Materials
3,"24 June, 2018",LRCX,1876162000.0,,-307609000.0,3213299000.0,7692000.0,4699111000.0,997037000.0,84882000.0,5165032000.0,2380681000.0,3150308000.0,157000.0,9149911000.0,3151789000.0,771108000.0,-61510000.0,-97387000.0,-2653249000.0,2176936000.0,1783936000.0,251436000.0,2134819000.0,-273469000.0,,,-15184000.0,326395000.0,-501628000.0,,1515356000.0,6501851000.0,317836000.0,2593000.0,762219000.0,4512257000.0,2748536000.0,-3272057000.0,2380681000.0,-7903925000.0,,256000000.0,5977627000.0,5911966000.0,,-57449000.0,2655747000.0,624280000.0,7863699000.0,,902547000.0,9000.0,2380681000.0,1484904000.0,6144425000.0,,,3213299000.0,3152886000.0,,437338000.0,8261194000.0,148068000.0,-701008000.0,737375000.0,12479478000.0,510983000.0,-396090000.0,1189514000,11076998000.0,Lam Research Corporation,Technology,Semiconductor Equipment & Materials
0,"01 January, 2022",LSCC,67594000.0,,,102927000.0,,66493000.0,48672000.0,8827000.0,321675000.0,95922000.0,106181000.0,1372000.0,301351000.0,97626000.0,1704000.0,-5301000.0,-2738000.0,-124315000.0,85531000.0,140760000.0,45874000.0,-50762000.0,-9835000.0,,,,31016000.0,-12013000.0,,14698000.0,411633000.0,29782000.0,-75000.0,105617000.0,131570000.0,-89796000.0,-128613000.0,95922000.0,-1451000.0,,17173000.0,314861000.0,193652000.0,,-1451000.0,167722000.0,18091000.0,412400000.0,,61912000.0,,95922000.0,315358000.0,701688000.0,,,102927000.0,,,,-289976000.0,7046000.0,-2995000.0,2510000.0,726494000.0,34597000.0,-13125000.0,110518000,515327000.0,Lattice Semiconductor Corporation,Technology,Semiconductors
1,"02 January, 2021",LSCC,64599000.0,,,56303000.0,,110592000.0,39069000.0,10103000.0,245306000.0,47392000.0,79731000.0,1362000.0,333843000.0,48456000.0,1064000.0,-7847000.0,-3702000.0,-41954000.0,70192000.0,157934000.0,40116000.0,64251000.0,-12121000.0,,,,31100000.0,336000.0,,11560000.0,384427000.0,6321000.0,1533000.0,95331000.0,182332000.0,-20868000.0,-8101000.0,47392000.0,-1748000.0,,12762000.0,295640000.0,162814000.0,,-1748000.0,91687000.0,10545000.0,351817000.0,,61844000.0,,47392000.0,267514000.0,770711000.0,,,56303000.0,,,,-385898000.0,-16820000.0,-9619000.0,-1218000.0,680067000.0,27530000.0,23750000.0,89223000,408120000.0,Lattice Semiconductor Corporation,Technology,Semiconductors
2,"28 December, 2019",LSCC,54980000.0,,,63705000.0,,53168000.0,38028000.0,17166000.0,238422000.0,43493000.0,99819000.0,1339000.0,262430000.0,45065000.0,1572000.0,-18640000.0,-11731000.0,-10084000.0,70486000.0,125072000.0,22137000.0,-970000.0,-15590000.0,,,,38453000.0,-4027000.0,,9277000.0,327659000.0,6977000.0,341000.0,82542000.0,118081000.0,-15536000.0,-109912000.0,43493000.0,-2603000.0,478000.0,21474000.0,284357000.0,165671000.0,,-2603000.0,124137000.0,12274000.0,340388000.0,,62821000.0,-2086000.0,43493000.0,267514000.0,762213000.0,,,63705000.0,9655000.0,,,-433290000.0,12470000.0,12116000.0,-2164000.0,612016000.0,44350000.0,-114908000.0,78617000,404093000.0,Lattice Semiconductor Corporation,Technology,Semiconductors
3,"29 December, 2018",LSCC,67096000.0,,,29646000.0,,-30382000.0,44455000.0,29288000.0,219439000.0,-26322000.0,69418000.0,1297000.0,284423000.0,-23969000.0,2353000.0,-53615000.0,-20600000.0,-2370000.0,70033000.0,251357000.0,26653000.0,12236000.0,-8384000.0,,,,38661000.0,-3978000.0,,11912000.0,258457000.0,21325000.0,-1271000.0,89654000.0,119051000.0,-21110000.0,-16841000.0,-26322000.0,-2331000.0,215000.0,8290000.0,365230000.0,179360000.0,,-2331000.0,51458000.0,15542000.0,369153000.0,,34883000.0,-2086000.0,-26322000.0,267514000.0,736274000.0,,,29646000.0,-4603000.0,,9624000.0,-476783000.0,-3538000.0,13177000.0,4077000.0,623687000.0,31880000.0,-43759000.0,82449000,398799000.0,Lattice Semiconductor Corporation,Technology,Semiconductors
0,"31 December, 2020",LUV,414000000.0,,-188000000.0,-5041000000.0,13000000.0,7611000000.0,6527000000.0,2342000000.0,-1875000000.0,-3074000000.0,7506000000.0,888000000.0,15173000000.0,-4256000000.0,-1182000000.0,785000000.0,-342000000.0,-451000000.0,1130000000.0,9658000000.0,-977000000.0,8515000000.0,-515000000.0,,,1243000000.0,1052000000.0,-294000000.0,,4390000000.0,8876000000.0,295000000.0,,168000000.0,11063000000.0,-16000000.0,9658000000.0,-3074000000.0,-10980000000.0,,137000000.0,25712000000.0,10923000000.0,,-105000000.0,-1127000000.0,732000000.0,14089000000.0,,17418000000.0,-144000000.0,-3074000000.0,970000000.0,4191000000.0,1743000000,,-5041000000.0,-744000000.0,,2271000000.0,14777000000.0,1854000000.0,,109000000.0,34588000000.0,931000000.0,8099000000.0,,9048000000.0,Southwest Airlines Co.,Industrials,Airlines
1,"31 December, 2019",LUV,529000000.0,,-372000000.0,2948000000.0,48000000.0,8566000000.0,4286000000.0,40000000.0,7020000000.0,2300000000.0,8952000000.0,808000000.0,5974000000.0,2957000000.0,657000000.0,9000000.0,-82000000.0,-2000000000.0,1086000000.0,1305000000.0,-138000000.0,694000000.0,-1027000000.0,,,400000000.0,1042000000.0,-94000000.0,,4457000000.0,9832000000.0,296000000.0,,225000000.0,2548000000.0,-303000000.0,-2990000000.0,2300000000.0,-10502000000.0,,739000000.0,16063000000.0,15408000000.0,,-61000000.0,3987000000.0,527000000.0,19480000000.0,,18126000000.0,-43000000.0,2300000000.0,970000000.0,1581000000.0,2628000000,,2948000000.0,324000000.0,2000000.0,1524000000.0,17945000000.0,738000000.0,,-38000000.0,25895000000.0,1574000000.0,-615000000.0,,22428000000.0,Southwest Airlines Co.,Industrials,Airlines
2,"31 December, 2018",LUV,461000000.0,,-332000000.0,3180000000.0,43000000.0,8483000000.0,5702000000.0,35000000.0,7245000000.0,2465000000.0,7905000000.0,808000000.0,5028000000.0,3164000000.0,699000000.0,-16000000.0,-93000000.0,-2000000000.0,568000000.0,1938000000.0,286000000.0,359000000.0,-1976000000.0,,,5000000.0,1046000000.0,117000000.0,,4134000000.0,9853000000.0,400000000.0,,227000000.0,1854000000.0,-2038000000.0,-2496000000.0,2465000000.0,-8432000000.0,,608000000.0,16390000000.0,14720000000.0,,20000000.0,4893000000.0,1095000000.0,18785000000.0,,18750000000.0,143000000.0,2465000000.0,970000000.0,1510000000.0,2637000000,,3180000000.0,-67000000.0,,1835000000.0,15967000000.0,1051000000.0,,-227000000.0,26243000000.0,1416000000.0,-342000000.0,,21965000000.0,Southwest Airlines Co.,Industrials,Airlines
3,"31 December, 2017",LUV,420000000.0,,-274000000.0,3354000000.0,112000000.0,8258000000.0,5265000000.0,29000000.0,7316000000.0,3357000000.0,6863000000.0,808000000.0,4815000000.0,3265000000.0,-92000000.0,-89000000.0,-65000000.0,-1600000000.0,662000000.0,3341000000.0,-837000000.0,-185000000.0,-2249000000.0,,,5000000.0,1029000000.0,-102000000.0,,3495000000.0,9641000000.0,413000000.0,,238000000.0,1495000000.0,-2408000000.0,-1706000000.0,3357000000.0,-6450000000.0,,349000000.0,15469000000.0,13830000000.0,,12000000.0,3929000000.0,1292000000.0,17792000000.0,,17620000000.0,131000000.0,3357000000.0,970000000.0,1451000000.0,2527000000,,3354000000.0,-159000000.0,,1778000000.0,13832000000.0,576000000.0,,-262000000.0,25110000000.0,1320000000.0,8000000.0,,21146000000.0,Southwest Airlines Co.,Industrials,Airlines
0,"31 March, 2021",MCK,19246000000.0,,-276000000.0,3118000000.0,134000000.0,-12905000000.0,11101000000.0,92000000.0,11967000000.0,-4539000000.0,44103000000.0,2000000.0,45382000000.0,-5034000000.0,-695000000.0,-8152000000.0,-217000000.0,-770000000.0,19181000000.0,6292000000.0,8000000.0,2373000000.0,-451000000.0,,,-139000000.0,887000000.0,1145000000.0,,167000000.0,-21000000.0,3391000000.0,-61000000.0,8849000000.0,6278000000.0,-415000000.0,-1693000000.0,-4339000000.0,-15150000000.0,,774000000.0,63569000000.0,226261000000.0,,-1480000000.0,4542000000.0,1799000000.0,235110000000.0,-1000000.0,4681000000.0,-199000000.0,-4539000000.0,9493000000.0,6925000000.0,,1467000000.0,3118000000.0,,269000000.0,,8202000000.0,1267000000.0,-2276000000.0,8216000000.0,65015000000.0,38975000000.0,-540000000.0,,238228000000.0,McKesson Corporation,Healthcare,Medical Distribution
1,"31 March, 2020",MCK,16734000000.0,,-294000000.0,2819000000.0,1028000000.0,-7824000000.0,3917000000.0,113000000.0,12001000000.0,900000000.0,42624000000.0,2000000.0,42222000000.0,1144000000.0,18000000.0,-1675000000.0,-249000000.0,-1954000000.0,19950000000.0,6184000000.0,1863000000.0,1042000000.0,-362000000.0,,,23000000.0,922000000.0,-2494000000.0,,801000000.0,5092000000.0,3556000000.0,-19000000.0,9182000000.0,4015000000.0,-579000000.0,-2734000000.0,1126000000.0,-14595000000.0,,1056000000.0,54536000000.0,219050000000.0,,-1703000000.0,4374000000.0,1688000000.0,228232000000.0,-6000000.0,4251000000.0,-301000000.0,900000000.0,9360000000.0,6663000000.0,,1619000000.0,2819000000.0,,170000000.0,,13022000000.0,3952000000.0,-376000000.0,-385000000.0,61247000000.0,37195000000.0,-298000000.0,96000000.0,231051000000.0,McKesson Corporation,Healthcare,Medical Distribution
2,"31 March, 2019",MCK,16709000000.0,,-292000000.0,3115000000.0,17000000.0,-5347000000.0,5068000000.0,75000000.0,11552000000.0,34000000.0,37626000000.0,3000000.0,38465000000.0,610000000.0,356000000.0,-2505000000.0,-264000000.0,-1639000000.0,18246000000.0,7255000000.0,2439000000.0,309000000.0,-426000000.0,,,-20000000.0,949000000.0,-967000000.0,,136000000.0,8094000000.0,4083000000.0,-119000000.0,8437000000.0,2981000000.0,-1381000000.0,-2227000000.0,254000000.0,-10753000000.0,,348000000.0,49992000000.0,202767000000.0,,-1851000000.0,4036000000.0,1705000000.0,211204000000.0,1000000.0,2548000000.0,-355000000.0,34000000.0,9358000000.0,6435000000.0,21000000.0,1586000000.0,3115000000.0,,3513000000.0,,12409000000.0,1976000000.0,-368000000.0,68000000.0,59672000000.0,33853000000.0,-16000000.0,71000000.0,214319000000.0,McKesson Corporation,Healthcare,Medical Distribution
3,"31 March, 2018",MCK,16310000000.0,,-262000000.0,2907000000.0,15000000.0,-5647000000.0,5207000000.0,132000000.0,11184000000.0,67000000.0,36685000000.0,3000000.0,37136000000.0,239000000.0,-53000000.0,-2668000000.0,-283000000.0,-1709000000.0,17711000000.0,6973000000.0,1668000000.0,-1582000000.0,-405000000.0,,,-20000000.0,951000000.0,1175000000.0,,181000000.0,9804000000.0,4527000000.0,150000000.0,8138000000.0,2672000000.0,-2993000000.0,-3084000000.0,292000000.0,-9373000000.0,,1136000000.0,48865000000.0,197173000000.0,,-1718000000.0,4345000000.0,1602000000.0,205450000000.0,5000000.0,2464000000.0,-185000000.0,67000000.0,10924000000.0,6188000000.0,14000000.0,1712000000.0,2907000000.0,,3728000000.0,,12986000000.0,271000000.0,-458000000.0,68000000.0,60381000000.0,32177000000.0,-1060000000.0,125000000.0,208357000000.0,McKesson Corporation,Healthcare,Medical Distribution
0,"30 April, 2021",MDT,4313000000.0,,-3120000000.0,5459000000.0,1956000000.0,-8273000000.0,5765000000.0,474000000.0,19762000000.0,3606000000.0,8509000000.0,,22548000000.0,3895000000.0,265000000.0,-1564000000.0,-925000000.0,-652000000.0,5462000000.0,26316000000.0,633000000.0,-547000000.0,-1355000000.0,,,-54000000.0,2702000000.0,-761000000.0,,990000000.0,51428000000.0,17740000000.0,215000000.0,9953000000.0,3593000000.0,-2866000000.0,-4136000000.0,3630000000.0,-3485000000.0,3169000000.0,11000000.0,41481000000.0,10355000000.0,,-3485000000.0,6240000000.0,3895000000.0,24658000000.0,,6219000000.0,-268000000.0,3606000000.0,41961000000.0,26319000000.0,74000000,174000000.0,5459000000.0,-463000000.0,720000000.0,7224000000.0,28594000000.0,531000000.0,78000000.0,-549000000.0,93083000000.0,2106000000.0,-570000000.0,2493000000,30117000000.0,Medtronic plc,Healthcare,Medical Devices
1,"24 April, 2020",MDT,4229000000.0,,-2894000000.0,5267000000.0,2206000000.0,-8167000000.0,6656000000.0,662000000.0,19644000000.0,4789000000.0,10366000000.0,,22031000000.0,4055000000.0,-751000000.0,-1212000000.0,-1092000000.0,-1326000000.0,4645000000.0,21976000000.0,-279000000.0,-253000000.0,-1213000000.0,,,-37000000.0,2663000000.0,1291000000.0,,867000000.0,50737000000.0,19063000000.0,-86000000.0,9779000000.0,4140000000.0,-3203000000.0,-4198000000.0,4806000000.0,-3560000000.0,2832000000.0,2446000000.0,39817000000.0,9269000000.0,,-3560000000.0,7234000000.0,3486000000.0,23646000000.0,,5755000000.0,-81000000.0,4789000000.0,39841000000.0,26165000000.0,511000000,135000000.0,5267000000.0,-1465000000.0,513000000.0,6808000000.0,28132000000.0,-44000000.0,-577000000.0,-609000000.0,90689000000.0,1996000000.0,-559000000.0,2331000000,28913000000.0,Medtronic plc,Healthcare,Medical Devices
2,"26 April, 2019",MDT,3753000000.0,,-2693000000.0,6709000000.0,2526000000.0,-11061000000.0,8009000000.0,992000000.0,21493000000.0,4631000000.0,6987000000.0,,24084000000.0,5197000000.0,547000000.0,-1512000000.0,-1444000000.0,-2877000000.0,7951000000.0,24476000000.0,797000000.0,724000000.0,-1134000000.0,,,36000000.0,2659000000.0,-581000000.0,,1772000000.0,50091000000.0,21193000000.0,-78000000.0,10273000000.0,4393000000.0,-774000000.0,-5431000000.0,4650000000.0,-2711000000.0,,500000000.0,39482000000.0,9064000000.0,,-2711000000.0,7007000000.0,,23848000000.0,,4042000000.0,14000000.0,4631000000.0,39959000000.0,36704000000.0,417000000,121000000.0,6709000000.0,2151000000.0,416000000.0,5455000000.0,16098000000.0,399000000.0,-274000000.0,-624000000.0,89694000000.0,1953000000.0,-867000000.0,2330000000,30557000000.0,Medtronic plc,Healthcare,Medical Devices
